Glioma,Meningioma,Metastatic,No Tumour,File Name,Total
1,1,1,0,volume_77_slice_64_jpg.rf.bc043ce85fbc2f1f59d468c7a56b7477.txt,3
1,1,1,0,volume_162_slice_75_jpg.rf.4cf04884dbd3866dc9ced1489591459b.txt,3
1,1,0,0,volume_289_slice_82_jpg.rf.be66b1c38e3a8a0e1123e5df85c339e6.txt,2
1,1,1,0,volume_61_slice_56_jpg.rf.64c18cf6e84e48eae737884b20a42cdd.txt,3
1,1,1,0,volume_25_slice_90_jpg.rf.83e5ddb8ee958bf478502c959ea49b43.txt,3
0,1,1,0,volume_40_slice_32_jpg.rf.3ad3e0e49ed20da71451d54f19cf2917.txt,2
0,1,0,0,volume_243_slice_79_jpg.rf.f62d71b79a0d9bf0ac249de1d263f7ae.txt,1
0,1,0,0,volume_26_slice_99_jpg.rf.aa19a761faf54b97ca8d5ab1e89ca722.txt,1
1,1,1,0,volume_117_slice_73_jpg.rf.09ea3300610255aa2b14d4d94b47db96.txt,3
0,1,0,0,volume_10_slice_115_jpg.rf.7277e15298acdae0d79aee190673bb2f.txt,1
1,1,1,0,volume_4_slice_102_jpg.rf.9d95541fb04f3f30b7464c3b36c90311.txt,3
1,1,1,0,volume_337_slice_81_jpg.rf.9b33efcdbedbce43ad08aa526eb02591.txt,3
1,1,0,0,volume_325_slice_16_jpg.rf.d06a0ba5e9b19a94ce680cc22cea42dc.txt,2
1,1,1,0,volume_134_slice_101_jpg.rf.ca107eaca804459946eacd55ab6392f5.txt,3
1,1,1,0,volume_354_slice_65_jpg.rf.2d3df0647087eed2e7b63a4bce0d8d1d.txt,3
1,1,1,0,volume_226_slice_65_jpg.rf.df736e6af500e5f054078f8f24a72c93.txt,3
1,1,1,0,volume_97_slice_92_jpg.rf.24cb12b638fa420bd6345705bba66ef2.txt,3
1,1,1,0,volume_343_slice_85_jpg.rf.2a600eec5ded70eacb9b86336bf10ef3.txt,3
0,1,0,0,volume_369_slice_43_jpg.rf.e7a57cf42d636e73f93c44d5ec19187c.txt,1
1,1,0,0,volume_318_slice_61_jpg.rf.6ed9a979936884a167822bed047ff63d.txt,2
0,1,0,0,volume_351_slice_84_jpg.rf.2f2a211d99b6660a86ce783dc54e7529.txt,1
1,1,1,0,volume_217_slice_51_jpg.rf.7e04d893ab7f6de5c05cd3a0bd712883.txt,3
0,1,0,0,volume_163_slice_64_jpg.rf.ccc11cb38dd4320682984bf442f8af68.txt,1
1,1,1,0,volume_117_slice_79_jpg.rf.e75a1a5aafdf0292e3bf2d6e9492f190.txt,3
0,1,0,0,volume_319_slice_46_jpg.rf.79210c3cfbd3332a2dddc986cead5be4.txt,1
1,1,1,0,volume_129_slice_48_jpg.rf.9f31aa18670b9f654f838aae83392368.txt,3
1,1,1,0,volume_369_slice_125_jpg.rf.9a7caeeb9a51314eb129fc316260d788.txt,3
0,1,0,0,volume_8_slice_70_jpg.rf.432879fead21e4f97838322776ca7953.txt,1
0,1,0,0,volume_57_slice_68_jpg.rf.f086d446fcd09750627d6d3451a4aa1c.txt,1
1,1,1,0,volume_96_slice_84_jpg.rf.80d50f42342b3ab4b234eab6031e07a5.txt,3
0,1,0,0,volume_86_slice_26_jpg.rf.4d38edfec351a743d4c4cfe6c7f8c2a6.txt,1
1,1,1,0,volume_90_slice_77_jpg.rf.da2456c95b050177754ac5465c4d9789.txt,3
1,1,1,0,volume_270_slice_69_jpg.rf.b14fa0b8c868da5f82f7e1105d73eae8.txt,3
1,1,1,0,volume_356_slice_63_jpg.rf.4642b3edeec0230e3a8fcc9947537aa8.txt,3
0,1,0,0,volume_128_slice_95_jpg.rf.06590c8e91d78c7b2b2669beda130829.txt,1
1,1,1,0,volume_209_slice_40_jpg.rf.c0c9ea9d1bbf07dfedc3617d595351ca.txt,3
1,1,0,0,volume_43_slice_66_jpg.rf.8830dd3dfd1bd7945484e6fbf3d0363f.txt,2
0,1,0,0,volume_72_slice_117_jpg.rf.9ef8c1eca9fae963952bf0eb302bc181.txt,1
1,1,1,0,volume_175_slice_60_jpg.rf.2090cda83f00bd9f11c1ae0b0329c727.txt,3
0,1,0,0,volume_170_slice_30_jpg.rf.e3e02388fa494861ce7f6c58014567f4.txt,1
0,1,0,0,volume_57_slice_82_jpg.rf.c7de0f47edb8a7553ddd6c19d7af65ec.txt,1
1,1,1,0,volume_348_slice_76_jpg.rf.cdf38b3258f83f3065867d15498ef744.txt,3
0,1,0,0,volume_367_slice_89_jpg.rf.4d47386441d8d6f932c49e432e175a93.txt,1
1,1,1,0,volume_338_slice_91_jpg.rf.d644a0efd98557fe104628e327be79ec.txt,3
1,1,1,0,volume_234_slice_69_jpg.rf.acff406d07f4507e8f9c94e69e9399b7.txt,3
0,1,1,0,volume_99_slice_52_jpg.rf.362b9d4edc258ddedc582e3649e796f6.txt,2
0,1,1,0,volume_128_slice_93_jpg.rf.047f9ab283012b04b283d1813be2847b.txt,2
1,1,1,0,volume_54_slice_87_jpg.rf.83581c3b6ca6345b37b42229b1413d36.txt,3
1,1,1,0,volume_285_slice_111_jpg.rf.b4f3cb5a10966b893cfb0a5618a24675.txt,3
1,1,0,0,volume_133_slice_106_jpg.rf.0e2758677729aff1deb2169bd999bc51.txt,2
1,1,1,0,volume_232_slice_72_jpg.rf.4a04155d9d7fde49c636bf24caa19e64.txt,3
1,1,0,0,volume_17_slice_52_jpg.rf.d691effc90b76bf5b620a37903f314a0.txt,2
1,1,1,0,volume_358_slice_49_jpg.rf.bc222e47d205bc7daf8f1cfd76b568b7.txt,3
0,1,0,0,volume_59_slice_48_jpg.rf.c3c34f29634d18d6b90c7f1fd57825bc.txt,1
0,1,0,0,volume_17_slice_109_jpg.rf.9bef37a66a55c607abb6e4b93a96b932.txt,1
1,1,1,0,volume_201_slice_72_jpg.rf.775aa771c564b11445161584f0045425.txt,3
1,1,1,0,volume_113_slice_65_jpg.rf.ee0fe8104fc4681f8bcd642c2dfddc3e.txt,3
1,1,1,0,volume_176_slice_99_jpg.rf.842ee90cdb44e5521238ac51e7f597bb.txt,3
0,1,0,0,volume_41_slice_102_jpg.rf.aeb352bece23c63f2f7ee6d1a59c5f35.txt,1
1,1,1,0,volume_163_slice_105_jpg.rf.1bfeb215a5c485889eec3fd08860f1e4.txt,3
1,1,1,0,volume_361_slice_91_jpg.rf.6ccf95ace42cb1948f3a16ec933a1e7d.txt,3
1,1,1,0,volume_137_slice_55_jpg.rf.74b24151d6563d8ca96a1e9d1447888f.txt,3
1,1,1,0,volume_56_slice_102_jpg.rf.52abd59f0a61d58792363c43e1395775.txt,3
1,1,0,0,volume_238_slice_92_jpg.rf.1c62d29d4fcdec9a7d16537f1b8d613d.txt,2
1,1,1,0,volume_51_slice_95_jpg.rf.65a3288391e41c45189d8db68e66da66.txt,3
0,1,1,0,volume_191_slice_115_jpg.rf.d5f90120671636b8ab02769b6a98bf26.txt,2
0,1,0,0,volume_249_slice_28_jpg.rf.cda1225607b71bed43ffa72a0f10605e.txt,1
1,1,1,0,volume_218_slice_48_jpg.rf.24f7689f1e7ad7ec9c9c3e5f77cb5d22.txt,3
0,1,0,0,volume_306_slice_136_jpg.rf.8b0eeb39ee9bd728cc7787b1963091ae.txt,1
0,1,0,0,volume_152_slice_118_jpg.rf.8ced5a4769912d151093b6f1902ae819.txt,1
1,1,1,0,volume_369_slice_102_jpg.rf.790c9507d46dc57bcbf5a1c3912dc32e.txt,3
0,0,0,1,volume_22_slice_57_jpg.rf.30e20221893edf3fb8e5de85567c5d27.txt,0
1,1,1,0,volume_245_slice_53_jpg.rf.a10c802e11111ac3e1eabac8401e368d.txt,3
1,1,1,0,volume_114_slice_114_jpg.rf.5979ff34b19cb32b0eb51162f0d57086.txt,3
1,0,1,0,volume_70_slice_91_jpg.rf.6ff56f1f6d873ad48fe4b2db460a1c87.txt,2
1,1,1,0,volume_201_slice_107_jpg.rf.2d6b1262e07dbd445b62d29f3fa0a25d.txt,3
1,1,1,0,volume_120_slice_79_jpg.rf.a0d0f65f245beec603ad67fcad491fdb.txt,3
1,1,1,0,volume_147_slice_77_jpg.rf.7fa86e3a931906ad72a45196a60f0624.txt,3
0,1,0,0,volume_15_slice_92_jpg.rf.e3a50cc848a691204406d8d17f336162.txt,1
0,1,0,0,volume_82_slice_56_jpg.rf.6f2f80fa2d13741595538872bed5edb1.txt,1
1,1,1,0,volume_117_slice_70_jpg.rf.6e50524714bed68298d7e744ac6dfa5d.txt,3
1,1,1,0,volume_131_slice_110_jpg.rf.e19e3363ef52609e742ca18621fd0e2d.txt,3
1,1,0,0,volume_306_slice_112_jpg.rf.dc19ca8ee77eb26591b08ef77f357705.txt,2
0,1,0,0,volume_207_slice_119_jpg.rf.7ab929411efb6374b629065bf575c303.txt,1
1,1,1,0,volume_274_slice_129_jpg.rf.bc803bc2bcafb47777b58b1d3affc928.txt,3
1,1,1,0,volume_69_slice_108_jpg.rf.5c7f9d696134040a9912509d253dc22e.txt,3
1,1,1,0,volume_358_slice_65_jpg.rf.a15e49242f00e2a3284cf5f01aa04658.txt,3
1,1,1,0,volume_160_slice_99_jpg.rf.21eb846637d094264e1475511062a6f5.txt,3
1,1,1,0,volume_1_slice_49_jpg.rf.8ecf36d71ee0b63d8cb94d8ad6bdd8b4.txt,3
1,1,1,0,volume_302_slice_71_jpg.rf.361f542fade9864d4d98eaac059342ee.txt,3
0,1,0,0,volume_112_slice_88_jpg.rf.7c077b5aaa72d4bd4e45ad9351bb0004.txt,1
1,1,1,0,volume_189_slice_113_jpg.rf.7dcf9039eeaadc044325ffb9b0d68a50.txt,3
1,1,1,0,volume_247_slice_81_jpg.rf.7d4ce8da27e530335f18d57507dd2d0b.txt,3
1,1,1,0,volume_239_slice_93_jpg.rf.be0cf220c4de15ee0b04dd122b01c349.txt,3
1,1,1,0,volume_39_slice_98_jpg.rf.8548641b4255d48a7651a83ec1a9ebca.txt,3
1,1,1,0,volume_366_slice_83_jpg.rf.6b73d4d63d66e46b0c4c0a6545338a5a.txt,3
1,1,1,0,volume_138_slice_95_jpg.rf.6c599b73c0922fbbdf13d91b559dffb4.txt,3
1,1,1,0,volume_14_slice_62_jpg.rf.d78a5201c0f8d95ae98e69acb198bd51.txt,3
0,1,0,0,volume_142_slice_88_jpg.rf.59a4e8200748bbef855295a630f99918.txt,1
1,1,0,0,volume_84_slice_74_jpg.rf.8e87eb7b1c6236a7a077c68e8c179568.txt,2
0,0,0,1,volume_330_slice_35_jpg.rf.8266248d2811a4772bdad4ece04c0170.txt,0
1,1,1,0,volume_337_slice_104_jpg.rf.adbcb23af2c219386027312899d4e611.txt,3
1,1,1,0,volume_346_slice_105_jpg.rf.67fa02c81c2df89d4bf7e4eb5a0ea20f.txt,3
1,1,1,0,volume_174_slice_108_jpg.rf.0f847fc0198d40609ccb369ad1192665.txt,3
1,1,1,0,volume_159_slice_87_jpg.rf.c05b45bf44349c0717ef9f8ad948d75a.txt,3
1,1,1,0,volume_240_slice_40_jpg.rf.751428bff258c1d66d01a3fa5dd00be7.txt,3
1,1,1,0,volume_162_slice_70_jpg.rf.d2312f1ddb3fac250bad01a6a568f2d1.txt,3
0,1,0,0,volume_109_slice_106_jpg.rf.f270ca6dcd4896fd77ebd1f520ac2020.txt,1
1,1,1,0,volume_166_slice_87_jpg.rf.96338fc5e69ebcd151d687f924a8cf7f.txt,3
0,1,0,0,volume_335_slice_35_jpg.rf.ad12b7afea09af17b6d66ec254b31e4f.txt,1
1,1,1,0,volume_255_slice_61_jpg.rf.e8b6fca9bc9a90bb70835207cefa2fec.txt,3
0,1,0,0,volume_250_slice_32_jpg.rf.31a4a6fa7d88cc3e5f4daa4b5f5922a0.txt,1
1,1,1,0,volume_132_slice_65_jpg.rf.ef6ac00e08280f75894a27553704a0eb.txt,3
1,1,0,0,volume_323_slice_56_jpg.rf.c98e3d80a444ef024a7cf628c0a22eb1.txt,2
0,1,0,0,volume_297_slice_77_jpg.rf.9979768a4fbda2a03866984eb781b4f5.txt,1
1,1,0,0,volume_264_slice_77_jpg.rf.838d4e14f32355ffd24e68eb4217f42a.txt,2
1,0,1,0,volume_64_slice_35_jpg.rf.8a3b0740456afdc29e1e0b9cf1562b63.txt,2
0,1,0,0,volume_279_slice_59_jpg.rf.ffb84050758124013c912eca21d0f3fc.txt,1
1,1,0,0,volume_135_slice_69_jpg.rf.c35c794525db58c17d76fa604f78084b.txt,2
1,1,1,0,volume_149_slice_96_jpg.rf.3871a20758c38762a3664ccc93423d4e.txt,3
1,1,1,0,volume_164_slice_101_jpg.rf.c0e18256106c7f0b658d2702f28452f1.txt,3
0,1,1,0,volume_175_slice_47_jpg.rf.4f12bbd41d805874fb6f8756974a7c7e.txt,2
0,1,0,0,volume_172_slice_77_jpg.rf.eb74e02f43a3af2cd086c8622bd67d07.txt,1
0,1,0,0,volume_219_slice_86_jpg.rf.0fdb4c45af7a1b91273584aa1bb62917.txt,1
0,1,0,0,volume_1_slice_37_jpg.rf.54583c28079e35639d77fecca48785ae.txt,1
1,1,1,0,volume_34_slice_111_jpg.rf.8b8df7a5ab98c4e77fea03894468ae78.txt,3
0,1,0,0,volume_161_slice_68_jpg.rf.98a42639e22d644477e090e94e87003f.txt,1
1,1,1,0,volume_136_slice_91_jpg.rf.7fabaa68b1d50a7a2897d568201d9403.txt,3
0,1,0,0,volume_135_slice_139_jpg.rf.57c81e63f6b4bb3b62e7a3ac53c8ef10.txt,1
1,1,1,0,volume_75_slice_107_jpg.rf.ebd2f808bbaf30b18d01b4a9ca3fcedf.txt,3
1,1,1,0,volume_244_slice_96_jpg.rf.e05fdeff6c90f5e91f4f1806c1f28cff.txt,3
1,1,1,0,volume_176_slice_108_jpg.rf.32cc70d5a950a49d4fc46b3d7023a3bc.txt,3
0,1,0,0,volume_45_slice_114_jpg.rf.50c30385ba113f1ec4106165dbc8162f.txt,1
1,1,1,0,volume_181_slice_82_jpg.rf.b79eadc486bd5c8d43d1b7b53bd5b6dc.txt,3
1,1,0,0,volume_327_slice_112_jpg.rf.6f1f2b5c1a2849678f1312e5522f83a5.txt,2
0,1,1,0,volume_252_slice_95_jpg.rf.5f8802fa4c1f9a54b2a9b696812b4dcf.txt,2
0,1,0,0,volume_42_slice_123_jpg.rf.8df9f69e7a7170217b733a3405ff8a8b.txt,1
0,1,0,0,volume_240_slice_85_jpg.rf.c354431c3a31262b77019ef0e522304e.txt,1
1,1,1,0,volume_230_slice_124_jpg.rf.5ec8ed136b2ed497207bc93fa2062176.txt,3
0,1,0,0,volume_196_slice_89_jpg.rf.499726d111e168cc951925a37c804712.txt,1
1,1,1,0,volume_332_slice_109_jpg.rf.8faf9512e324de185ad861e1ee9c28c2.txt,3
1,1,0,0,volume_284_slice_75_jpg.rf.20fd162089eaa627fcf09a6a09ad38a5.txt,2
0,1,0,0,volume_240_slice_34_jpg.rf.bdda173b830f08e22769516472a01f11.txt,1
0,1,0,0,volume_116_slice_95_jpg.rf.3ef61259e12438b84a337134fc00e077.txt,1
0,1,1,0,volume_127_slice_72_jpg.rf.e7522b759b2093c6680d4b7eb6058c94.txt,2
1,1,1,0,volume_37_slice_69_jpg.rf.7f61eb75c87898d320777af2bcd99825.txt,3
0,1,1,0,volume_192_slice_113_jpg.rf.011c35b9f14790e842588f0cae407311.txt,2
1,1,1,0,volume_338_slice_78_jpg.rf.71ee07becad32ac5ff7741656c828a32.txt,3
0,1,0,0,volume_129_slice_94_jpg.rf.67214d70ce6e464fb8e0e158928b4022.txt,1
1,1,1,0,volume_45_slice_107_jpg.rf.5d5847d9b442f5d0ce8e620c075c5481.txt,3
0,1,0,0,volume_172_slice_126_jpg.rf.3e26d5fd84d218a43cabb843ee1dcde7.txt,1
1,1,0,0,volume_325_slice_31_jpg.rf.2e68f72831117cbb316940a452992e94.txt,2
1,1,1,0,volume_239_slice_99_jpg.rf.b87dc6aacb103789974439daf13b0825.txt,3
1,1,0,0,volume_313_slice_83_jpg.rf.af83c3c9f9143be65e4627069cb90619.txt,2
1,1,1,0,volume_227_slice_65_jpg.rf.321ee274ab587c49695a238767341e81.txt,3
0,1,0,0,volume_6_slice_61_jpg.rf.120dae07cbb82be175bd5d82e0085344.txt,1
1,1,1,0,volume_11_slice_69_jpg.rf.b161c7546600c1ce380f336dfcd1802d.txt,3
0,1,1,0,volume_38_slice_115_jpg.rf.33857e42ecb4de16b66f570e06dbe8e8.txt,2
1,1,0,0,volume_329_slice_43_jpg.rf.4173f3d881ed8c91480ed5ce03cb2723.txt,2
1,1,0,0,volume_289_slice_50_jpg.rf.65362d097c3a362dedabbacbd928fa18.txt,2
0,1,0,0,volume_367_slice_36_jpg.rf.58ac5042d935a0b8c09c99f9aea187b1.txt,1
1,1,1,0,volume_115_slice_131_jpg.rf.5ee4363211f421795a56483b5cc26cab.txt,3
1,1,1,0,volume_132_slice_74_jpg.rf.97ac209e132073afa010581bd4018ad0.txt,3
1,1,1,0,volume_205_slice_85_jpg.rf.80a9c069d01e224ed99506ee1416b2ba.txt,3
0,1,0,0,volume_57_slice_88_jpg.rf.72f3651c072d34ff425940580f025110.txt,1
1,1,1,0,volume_138_slice_86_jpg.rf.c9e47cdae441e22655466bb0c7558413.txt,3
0,1,0,0,volume_284_slice_60_jpg.rf.4cfa54073b169768f097adae15b3060a.txt,1
1,1,1,0,volume_49_slice_74_jpg.rf.ba57d07b3c860351be0ed56723bb4727.txt,3
1,1,1,0,volume_363_slice_51_jpg.rf.fc475867b1bf80c4d06855657614b1f9.txt,3
1,1,1,0,volume_184_slice_46_jpg.rf.e3765471741734c3cb56a2ff398faf86.txt,3
1,1,1,0,volume_31_slice_111_jpg.rf.4a15cc203f46041783ec207c5f0feaa4.txt,3
0,1,0,0,volume_143_slice_110_jpg.rf.ede527c1d35a065926d7cc547cd638f9.txt,1
0,1,0,0,volume_297_slice_123_jpg.rf.3e49f1654c99c004674e4afd25d5888a.txt,1
1,1,1,0,volume_75_slice_105_jpg.rf.9faeb5b1eb0a412c78c9cbe27e9371af.txt,3
1,1,0,0,volume_279_slice_62_jpg.rf.481e50f4c73cc9fda90ebde16fecf435.txt,2
1,1,1,0,volume_309_slice_55_jpg.rf.3767ee76e60baedba018ccfb65dfedf4.txt,3
1,1,0,0,volume_264_slice_89_jpg.rf.985ec1d418d876b4857317195706ffb6.txt,2
1,1,0,0,volume_321_slice_131_jpg.rf.e6b68142b225dbefc9c6ec08d5a11190.txt,2
0,1,0,0,volume_188_slice_84_jpg.rf.8a32d8dce13c303a77787b1472a0a3af.txt,1
0,1,1,0,volume_369_slice_63_jpg.rf.9d355823e44d39966d2e8eec1fb22f3f.txt,2
0,1,0,0,volume_123_slice_99_jpg.rf.035e3ef65dd6479163511f3e3596696b.txt,1
1,1,1,0,volume_308_slice_77_jpg.rf.fb8875c545dcfcb6642b42c3d943ad4f.txt,3
1,1,1,0,volume_129_slice_42_jpg.rf.85c79cb0e13f2619dd918596519bce61.txt,3
0,1,0,0,volume_261_slice_131_jpg.rf.8fa971244843bbbdbe4dcb6a6fc0a2a0.txt,1
0,1,0,0,volume_3_slice_107_jpg.rf.7dd9a7eda9d6ad73cf2bc340d93ec058.txt,1
1,1,0,0,volume_307_slice_81_jpg.rf.5b9749cb2ae4ecfb8eb10ca05f2edaca.txt,2
0,1,0,0,volume_219_slice_85_jpg.rf.97bfd0cfed1f30b9acde908bf7698d0e.txt,1
1,1,1,0,volume_227_slice_57_jpg.rf.e1450c93c6c1d3969c4db7269f1b2f6d.txt,3
0,1,0,0,volume_353_slice_63_jpg.rf.1c577c4b9117c9a9df47a1c69219fb54.txt,1
0,1,1,0,volume_178_slice_108_jpg.rf.cc0681c6e87ecbd5c561529c6ec8d561.txt,2
1,1,0,0,volume_324_slice_77_jpg.rf.d174f01f34eed05227cd880712203be3.txt,2
0,1,0,0,volume_85_slice_126_jpg.rf.c917a5cfada769f81622ed28d4fcf7d6.txt,1
0,1,0,0,volume_47_slice_57_jpg.rf.2cb4a1da787da0ba6135cc9cf9b62f43.txt,1
0,1,1,0,volume_38_slice_56_jpg.rf.b346d1da0c000de2ae9caaea96794b4e.txt,2
1,1,1,0,volume_242_slice_64_jpg.rf.45fe4f94b80e45d74270c473c8c4d2da.txt,3
0,1,0,0,volume_97_slice_106_jpg.rf.dc5d6a1f613b7e9df7d49b9dff2b6e74.txt,1
1,1,1,0,volume_292_slice_71_jpg.rf.1e3288ec4a19e5ac4cdc48b7262d069b.txt,3
1,1,1,0,volume_2_slice_58_jpg.rf.ef5c446f71273cc2e50d5cb746c0c154.txt,3
1,1,1,0,volume_65_slice_69_jpg.rf.5b08bee21041b7db404f58667c6dba52.txt,3
0,1,0,0,volume_50_slice_99_jpg.rf.2a0fb6a8ef2cffd620a2c3b9dabb9149.txt,1
1,1,1,0,volume_52_slice_99_jpg.rf.e28e1ba5d5600e4cec2210efeb82a0e5.txt,3
0,1,1,0,volume_283_slice_127_jpg.rf.9cd9580408d3d2191b0af3aec0f71988.txt,2
1,1,1,0,volume_257_slice_81_jpg.rf.4d03d292db18a2ca73cef5ad3b18921a.txt,3
1,1,1,0,volume_284_slice_92_jpg.rf.2411cbca21631b7e7376d7b76f69e90a.txt,3
1,1,1,0,volume_245_slice_62_jpg.rf.e84ccd833842c43c7aa94df479078e83.txt,3
0,1,0,0,volume_263_slice_123_jpg.rf.b49ce7cb38e32ea3297642fdb9ee9112.txt,1
1,1,1,0,volume_173_slice_85_jpg.rf.17fdf84e6e158aeab9dec7de35f62078.txt,3
0,1,0,0,volume_155_slice_122_jpg.rf.4d9773ddac1762b4725497fd1f19865d.txt,1
1,1,1,0,volume_168_slice_90_jpg.rf.1b9769eb11eb94288f2b7350d18834e5.txt,3
1,1,1,0,volume_224_slice_86_jpg.rf.832a0c926b5d7fe307d55d844e77bc9f.txt,3
1,1,1,0,volume_90_slice_67_jpg.rf.eab9f76ce5e90c4e2fbbc36f9c654fcc.txt,3
0,1,0,0,volume_170_slice_80_jpg.rf.a7698d7ecbd4efa422c86e86f760b582.txt,1
0,1,0,0,volume_244_slice_113_jpg.rf.163761512708a11221048ef871e0a5b1.txt,1
1,1,1,0,volume_172_slice_102_jpg.rf.fc167ad4befe940ccb4950a1b6871daa.txt,3
1,1,1,0,volume_83_slice_71_jpg.rf.999f4c2ebb9016dbe75e7dc2f93814e9.txt,3
0,1,0,0,volume_286_slice_117_jpg.rf.6a432639562bc67299f1c1936b69ce78.txt,1
0,1,0,0,volume_192_slice_64_jpg.rf.e9a7ab155ba926e92e654f6ec8101312.txt,1
1,1,1,0,volume_3_slice_78_jpg.rf.731bb5623e469cf29422de910e90b646.txt,3
1,1,1,0,volume_327_slice_75_jpg.rf.b51c56be548b4292905f247bff4528c5.txt,3
0,1,0,0,volume_217_slice_32_jpg.rf.7162eb3d17f5b2d95088146a6296d20a.txt,1
1,1,0,0,volume_328_slice_59_jpg.rf.00de8473a53dd5783613301d867f6438.txt,2
0,1,0,0,volume_278_slice_39_jpg.rf.a943a0c5239a208c5562373f02ec6360.txt,1
1,1,1,0,volume_203_slice_43_jpg.rf.173f9c979fcf1caef01c0894021c7512.txt,3
0,1,1,0,volume_360_slice_90_jpg.rf.a357710f3eb0b833c4afdc0e1746e8bc.txt,2
1,1,1,0,volume_144_slice_75_jpg.rf.fc839f1f0b137872f4433bbbc03b66b8.txt,3
0,1,0,0,volume_208_slice_55_jpg.rf.f738bff3256161b862a054fc12c76547.txt,1
1,1,1,0,volume_19_slice_74_jpg.rf.13823f95d8cf3252cb759115af80488c.txt,3
0,1,0,0,volume_17_slice_90_jpg.rf.fbcafeccce84494ad743b6623a2a9f09.txt,1
0,1,0,0,volume_29_slice_105_jpg.rf.c061ee5858d5c4f9e824e079108672e4.txt,1
0,1,1,0,volume_206_slice_77_jpg.rf.fed6a95bf70d2f44c1104cb66a018ce8.txt,2
1,1,1,0,volume_160_slice_115_jpg.rf.d4b612921bcf845623dec29ca2e95710.txt,3
1,1,1,0,volume_337_slice_95_jpg.rf.348b6c23cf66f7d8631f6506e69657e0.txt,3
1,1,1,0,volume_160_slice_111_jpg.rf.0ac80ff594e840b4a4d1494303b7bbf2.txt,3
1,1,1,0,volume_57_slice_107_jpg.rf.5a689e025544bef46d07ad398b8910e0.txt,3
1,1,0,0,volume_310_slice_56_jpg.rf.c05c52ee3ed9858fe2d4a4e32926b17f.txt,2
1,1,1,0,volume_202_slice_86_jpg.rf.5d6d70d200b595acac9bad2b42f4e076.txt,3
0,1,0,0,volume_232_slice_96_jpg.rf.3aa482fa9116d0e9a33b674dfd916abf.txt,1
0,1,0,0,volume_81_slice_73_jpg.rf.478465d50c0cc58031feef9800b13d69.txt,1
1,1,0,0,volume_299_slice_68_jpg.rf.9f87a4ea839f90acf4b4f995ec8e4432.txt,2
1,1,1,0,volume_343_slice_68_jpg.rf.ce7e7f7e78124496d77bc16a0d32ee6a.txt,3
1,1,1,0,volume_112_slice_71_jpg.rf.814b96d56971511c53d7441573989106.txt,3
0,1,0,0,volume_367_slice_38_jpg.rf.b09db9cc9afc627dab939017e2dff9df.txt,1
1,1,0,0,volume_306_slice_65_jpg.rf.95510a82ec6b40de6a79c52d2f7dbccc.txt,2
1,1,1,0,volume_163_slice_115_jpg.rf.d9446ab63f3e1a623093b75e8bf36429.txt,3
0,1,0,0,volume_32_slice_95_jpg.rf.2f6eaa7934618450b3fdd287a443d991.txt,1
1,1,1,0,volume_3_slice_74_jpg.rf.83c742a858191d9e2e0b3b21ba2a0d34.txt,3
1,1,1,0,volume_183_slice_85_jpg.rf.35a8cfe0cb7e68297a1cf88dedb4e49e.txt,3
1,1,1,0,volume_154_slice_126_jpg.rf.ebf102255d9b7fb9009518aaf9cd6a5a.txt,3
1,1,1,0,volume_38_slice_87_jpg.rf.911400f750d28959709922e11efd5a8d.txt,3
1,1,1,0,volume_214_slice_53_jpg.rf.dc3b247b4e726147041284f2017b7763.txt,3
0,1,0,0,volume_13_slice_107_jpg.rf.e1cf42310c31b7c5cb82c1e8454e9ef2.txt,1
1,1,0,0,volume_322_slice_76_jpg.rf.6127544d4f003ec4df2778ca450702b2.txt,2
1,1,1,0,volume_313_slice_126_jpg.rf.457f994cdeed50a81a947ce526958f95.txt,3
0,1,0,0,volume_217_slice_70_jpg.rf.db16d5390fd6a1f17bbf3e3453d7cd01.txt,1
1,1,1,0,volume_194_slice_55_jpg.rf.9946983ee0a25c6ead1711fcc7233267.txt,3
1,1,1,0,volume_237_slice_46_jpg.rf.9100f435f5c3c69a6773ab80655ad827.txt,3
1,1,1,0,volume_224_slice_68_jpg.rf.6ccf6a35627ab7c970ac7ba5aae41837.txt,3
1,1,1,0,volume_90_slice_80_jpg.rf.b61132e8f969b2fa30dd4ac893124f66.txt,3
0,1,0,0,volume_221_slice_109_jpg.rf.ad26b5ea85be972d1f42e180b659aebc.txt,1
1,1,1,0,volume_28_slice_56_jpg.rf.e13c56efaa699fe8f85b71bfd451b793.txt,3
0,1,1,0,volume_116_slice_79_jpg.rf.1717bee2f1bc33527dbc78f218f486a0.txt,2
1,1,1,0,volume_193_slice_107_jpg.rf.ae979e9c0533f934eb87b4dac5f4f430.txt,3
1,1,1,0,volume_225_slice_78_jpg.rf.e7fda0d6474c0b1c25bc6cbc770c78a0.txt,3
1,1,1,0,volume_39_slice_71_jpg.rf.f5d7e9fb8de064e819460b37a7419df2.txt,3
0,1,0,0,volume_60_slice_90_jpg.rf.c8b7b786cbbfc6f6ab1aa40461b85541.txt,1
1,1,1,0,volume_357_slice_95_jpg.rf.30429b1ba2011f105d9de19818b6fc0b.txt,3
1,1,0,0,volume_328_slice_79_jpg.rf.267f5281a1e713a0372f38004174da82.txt,2
1,1,1,0,volume_175_slice_79_jpg.rf.37626cb999a58f96f1aa62e6f91a74ca.txt,3
